event_id,duration_hours,n_windows,points_per_window,ann_reference_id,ann_crps_mm,gnn_crps_mm,raw_crps_mm,gnn_minus_ann_crps_mm,gnn_crps_improvement_pct_vs_ann,windows_with_lower_gnn_crps
hill_country_2025,6,16,252,025,3.619394644524049,3.593290928444964,5.502375986308344,-0.026103716079084904,0.7212177350866766,8
hill_country_2025,12,16,252,025,6.461239638711881,6.382342812142123,9.925580310971807,-0.07889682656975783,1.221078786446106,11
hill_country_2025,24,16,252,025,10.895970809407551,10.721107322269747,17.312329630295306,-0.17486348713780409,1.6048454075044627,12
edouard_2026,6,14,458,ann_operational,1.5927993513511949,1.62164756353074,2.924511858606938,0.02884821217954503,-1.8111642345329138,5
edouard_2026,12,11,458,ann_operational,2.7829335011737197,2.827654561533068,4.760645096223549,0.0447210603593482,-1.6069755292566823,4
edouard_2026,24,7,458,ann_operational,5.473643561810705,5.655376591609063,8.668340651714665,0.18173302979835793,-3.320147315881128,1
