initialization,duration_hours,window,start_forecast_hour,end_forecast_hour,valid_time,verification_month,threshold,display_label,threshold_kind,domain_count,excluded_land_count,common_mask_count,threshold_minimum_mm,threshold_maximum_mm,n_samples,n_events,n_forecast_events,base_rate,H,M,F,CN,POD,FAR,CSI,brier_score,bs_climatology,brier_skill_score
2026092012,6,f00_f06,0,6,2026-09-20T18:00:00,9,0p25inch,0.25 inch,fixed,13318,0,13318,6.349999904632568,6.349999904632568,13318,504,386,0.03784352004805527,225,279,161,12653,0.44642857142857145,0.4170984455958549,0.3383458646616541,0.023218751301818972,0.036511468066924554,0.3640696326080448
2026092012,6,f00_f06,0,6,2026-09-20T18:00:00,9,0p5inch,0.5 inch,fixed,13318,0,13318,12.699999809265137,12.699999809265137,13318,132,24,0.009911398107823998,4,128,20,13166,0.030303030303030304,0.8333333333333334,0.02631578947368421,0.008863798707312364,0.009815094900915308,0.09692175197554431
2026092012,6,f00_f06,0,6,2026-09-20T18:00:00,9,1inch,1 inch,fixed,13318,0,13318,25.399999618530273,25.399999618530273,13318,12,0,0.0009010361916203634,0,12,0,13306,0.0,,0.0,0.0009462571620348228,0.000909300898908202,-0.04064250147667736
2026092012,6,f00_f06,0,6,2026-09-20T18:00:00,9,2inch,2 inches,fixed,13318,0,13318,50.79999923706055,50.79999923706055,13318,3,0,0.00022525904790509084,0,3,0,13315,0.0,,0.0,0.0002262877954134653,0.00022641924174558427,0.0005805439992890848
2026092012,6,f00_f06,0,6,2026-09-20T18:00:00,9,2yr6h_ari,2-year 6-hour ARI,ari,13301,17,13301,10.230066299438477,110.2435531616211,13301,6,0,0.00045109390271408167,0,6,0,13295,0.0,,0.0,0.00045161114324311223,0.00045094806450584474,-0.0014704104296225928
2026092012,6,f00_f06,0,6,2026-09-20T18:00:00,9,5yr6h_ari,5-year 6-hour ARI,ari,13301,17,13301,14.209089279174805,138.58877563476562,13301,5,0,0.00037591158559506803,0,5,0,13296,0.0,,0.0,0.00037595569499335017,0.0003761102272736602,0.00041086965762726635
2026092012,6,f06_f12,6,12,2026-09-21T00:00:00,9,0p25inch,0.25 inch,fixed,13318,0,13318,6.349999904632568,6.349999904632568,13318,520,254,0.039044901636882415,115,405,139,12659,0.22115384615384615,0.547244094488189,0.17450682852807284,0.03137099269392295,0.037002600485183036,0.1521949192061557
2026092012,6,f06_f12,6,12,2026-09-21T00:00:00,9,0p5inch,0.5 inch,fixed,13318,0,13318,12.699999809265137,12.699999809265137,13318,172,7,0.012914852079891875,1,171,6,13140,0.005813953488372093,0.8571428571428571,0.0056179775280898875,0.01243706147924454,0.012583888365294161,0.011667847154029465
2026092012,6,f06_f12,6,12,2026-09-21T00:00:00,9,1inch,1 inch,fixed,13318,0,13318,25.399999618530273,25.399999618530273,13318,44,0,0.003303799369274666,0,44,0,13274,0.0,,0.0,0.0032662424504062426,0.0032742075203967104,0.0024326710939515106
2026092012,6,f06_f12,6,12,2026-09-21T00:00:00,9,2inch,2 inches,fixed,13318,0,13318,50.79999923706055,50.79999923706055,13318,9,0,0.0006757771437152726,0,9,0,13309,0.0,,0.0,0.0006756431385472103,0.0006759345148897706,0.00043107185110635715
2026092012,6,f06_f12,6,12,2026-09-21T00:00:00,9,2yr6h_ari,2-year 6-hour ARI,ari,13301,17,13301,10.230066299438477,110.2435531616211,13301,5,0,0.00037591158559506803,0,5,0,13296,0.0,,0.0,0.00037738976776451874,0.00037576574738683104,-0.004321895726211222
2026092012,6,f06_f12,6,12,2026-09-21T00:00:00,9,5yr6h_ari,5-year 6-hour ARI,ari,13301,17,13301,14.209089279174805,138.58877563476562,13301,4,0,0.00030072926847605444,0,4,0,13297,0.0,,0.0,0.00030085572955136083,0.0003009279101546466,0.0002398601154964819
2026092012,12,f00_f12,0,12,2026-09-21T00:00:00,9,0p5inch,0.5 inch,fixed,13318,0,13318,12.699999809265137,12.699999809265137,13318,460,128,0.0345397206787806,86,374,42,12816,0.18695652173913044,0.328125,0.17131474103585656,0.026111571347928384,0.03315909124052087,0.21253658133972975
2026092012,12,f00_f12,0,12,2026-09-21T00:00:00,9,1inch,1 inch,fixed,13318,0,13318,25.399999618530273,25.399999618530273,13318,65,0,0.004880612704610302,0,65,0,13253,0.0,,0.0,0.004880206360606201,0.004834211405206232,-0.009514469174938034
2026092012,12,f00_f12,0,12,2026-09-21T00:00:00,9,2inch,2 inches,fixed,13318,0,13318,50.79999923706055,50.79999923706055,13318,13,0,0.0009761225409220603,0,13,0,13305,0.0,,0.0,0.0009742776961319298,0.000981308562703029,0.0071647867330665305
2026092012,12,f00_f12,0,12,2026-09-21T00:00:00,9,3inch,3 inches,fixed,13318,0,13318,76.19999694824219,76.19999694824219,13318,5,0,0.00037543174650848477,0,5,0,13313,0.0,,0.0,0.0003744951698992763,0.00037651862412959144,0.005374114587273882
2026092012,12,f00_f12,0,12,2026-09-21T00:00:00,9,2yr12h_ari,2-year 12-hour ARI,ari,12753,565,12753,12.478196144104004,130.89535522460938,12753,6,0,0.0004704775346977182,0,6,0,12747,0.0,,0.0,0.0004711112696530114,0.00047208789671034676,0.0020687398769185794
2026092012,12,f00_f12,0,12,2026-09-21T00:00:00,9,5yr12h_ari,5-year 12-hour ARI,ari,12753,565,12753,17.717864990234375,165.05723571777344,12753,5,0,0.0003920646122480985,0,5,0,12748,0.0,,0.0,0.0003921119386748873,0.0003926385692611051,0.0013412604554078333
2026092012,6,f12_f18,12,18,2026-09-21T06:00:00,9,0p25inch,0.25 inch,fixed,13318,0,13318,6.349999904632568,6.349999904632568,13318,433,288,0.03251238924763478,133,300,155,12730,0.3071593533487298,0.5381944444444444,0.2261904761904762,0.025096141265358085,0.03153057308630919,0.2040696121614416
2026092012,6,f12_f18,12,18,2026-09-21T06:00:00,9,0p5inch,0.5 inch,fixed,13318,0,13318,12.699999809265137,12.699999809265137,13318,217,72,0.01629373779846824,40,177,32,13069,0.18433179723502305,0.4444444444444444,0.1606425702811245,0.01358257248210966,0.016078349394937675,0.1552259408925284
2026092012,6,f12_f18,12,18,2026-09-21T06:00:00,9,1inch,1 inch,fixed,13318,0,13318,25.399999618530273,25.399999618530273,13318,78,0,0.005856735245532362,0,78,0,13240,0.0,,0.0,0.005277918934949677,0.005841182913908411,0.09642977925199858
2026092012,6,f12_f18,12,18,2026-09-21T06:00:00,9,2inch,2 inches,fixed,13318,0,13318,50.79999923706055,50.79999923706055,13318,7,0,0.0005256044451118786,0,7,0,13311,0.0,,0.0,0.0005256722556920093,0.0005262632276193744,0.0011229588091087317
2026092012,6,f12_f18,12,18,2026-09-21T06:00:00,9,2yr6h_ari,2-year 6-hour ARI,ari,13301,17,13301,10.230066299438477,110.2435531616211,13301,9,0,0.0006766408540711225,0,9,0,13292,0.0,,0.0,0.0006740080847228779,0.000676243989769627,0.0033063584750095965
2026092012,6,f12_f18,12,18,2026-09-21T06:00:00,9,5yr6h_ari,5-year 6-hour ARI,ari,13301,17,13301,14.209089279174805,138.58877563476562,13301,6,0,0.00045109390271408167,0,6,0,13295,0.0,,0.0,0.00045204703718877253,0.00045129254439267385,-0.0016718485724465104
2026092012,12,f06_f18,6,18,2026-09-21T06:00:00,9,0p5inch,0.5 inch,fixed,13318,0,13318,12.699999809265137,12.699999809265137,13318,448,184,0.03363868448716023,68,380,116,12754,0.15178571428571427,0.6304347826086957,0.12056737588652482,0.02840493173778507,0.0322570048871563,0.11941819033871304
2026092012,12,f06_f18,6,18,2026-09-21T06:00:00,9,1inch,1 inch,fixed,13318,0,13318,25.399999618530273,25.399999618530273,13318,132,0,0.009911398107823998,0,132,0,13186,0.0,,0.0,0.009190685085073157,0.009792325822747106,0.06144002441956797
2026092012,12,f06_f18,6,18,2026-09-21T06:00:00,9,2inch,2 inches,fixed,13318,0,13318,50.79999923706055,50.79999923706055,13318,21,0,0.001576813335335636,0,21,0,13297,0.0,,0.0,0.0015717951088743665,0.0015792689443788065,0.0047324653163364205
2026092012,12,f06_f18,6,18,2026-09-21T06:00:00,9,3inch,3 inches,fixed,13318,0,13318,76.19999694824219,76.19999694824219,13318,6,0,0.0004505180958101817,0,6,0,13312,0.0,,0.0,0.0004506241800749186,0.0004509748781679666,0.0007776444099784063
2026092012,12,f06_f18,6,18,2026-09-21T06:00:00,9,2yr12h_ari,2-year 12-hour ARI,ari,12753,565,12753,12.478196144104004,130.89535522460938,12753,7,0,0.0005488904571473379,0,7,0,12746,0.0,,0.0,0.0005559384487695215,0.0005502814823054507,-0.010280132343124526
2026092012,12,f06_f18,6,18,2026-09-21T06:00:00,9,5yr12h_ari,5-year 12-hour ARI,ari,12753,565,12753,17.717864990234375,165.05723571777344,12753,6,0,0.0004704775346977182,0,6,0,12747,0.0,,0.0,0.00047121173473754714,0.0004710514917107248,-0.0003401815505144068
