initialization,duration_hours,window,start_forecast_hour,end_forecast_hour,valid_time,verification_month,threshold,display_label,threshold_kind,domain_count,excluded_land_count,common_mask_count,threshold_minimum_mm,threshold_maximum_mm,n_samples,n_events,n_forecast_events,base_rate,H,M,F,CN,POD,FAR,CSI,brier_score,bs_climatology,brier_skill_score
2026091312,6,f00_f06,0,6,2026-09-13T18:00:00,9,0p25inch,0.25 inch,fixed,13318,0,13318,6.349999904632568,6.349999904632568,13318,373,260,0.028007208289532962,199,174,61,12884,0.5335120643431636,0.23461538461538461,0.45852534562211983,0.01452106623224505,0.026804019028115467,0.45825041323043725
2026091312,6,f00_f06,0,6,2026-09-13T18:00:00,9,0p5inch,0.5 inch,fixed,13318,0,13318,12.699999809265137,12.699999809265137,13318,170,73,0.012764679381288481,63,107,10,13138,0.37058823529411766,0.136986301369863,0.35,0.007165992228930846,0.012427448022895443,0.4233737919701025
2026091312,6,f00_f06,0,6,2026-09-13T18:00:00,9,1inch,1 inch,fixed,13318,0,13318,25.399999618530273,25.399999618530273,13318,50,22,0.0037543174650848474,18,32,4,13264,0.36,0.18181818181818182,0.3333333333333333,0.002313970214721858,0.0037164523280585927,0.37737121037399823
2026091312,6,f00_f06,0,6,2026-09-13T18:00:00,9,2inch,2 inches,fixed,13318,0,13318,50.79999923706055,50.79999923706055,13318,14,0,0.0010512088902237572,0,14,0,13304,0.0,,0.0,0.0008342946066454892,0.001045850736595422,0.2022813796915376
2026091312,6,f00_f06,0,6,2026-09-13T18:00:00,9,2yr6h_ari,2-year 6-hour ARI,ari,13301,17,13301,10.230066299438477,110.2435531616211,13301,14,0,0.0010525524396661906,0,14,0,13287,0.0,,0.0,0.0009396705869209564,0.0010493942883388516,0.10455908006854453
2026091312,6,f00_f06,0,6,2026-09-13T18:00:00,9,5yr6h_ari,5-year 6-hour ARI,ari,13301,17,13301,14.209089279174805,138.58877563476562,13301,7,0,0.0005262762198330953,0,7,0,13294,0.0,,0.0,0.0005108208146267036,0.0005254707571386535,0.027879653268857996
2026091312,6,f06_f12,6,12,2026-09-14T00:00:00,9,0p25inch,0.25 inch,fixed,13318,0,13318,6.349999904632568,6.349999904632568,13318,350,230,0.026280222255593934,66,284,164,12804,0.18857142857142858,0.7130434782608696,0.12840466926070038,0.023241468343044736,0.025275591888267234,0.08047778086521185
2026091312,6,f06_f12,6,12,2026-09-14T00:00:00,9,0p5inch,0.5 inch,fixed,13318,0,13318,12.699999809265137,12.699999809265137,13318,130,19,0.009761225409220604,9,121,10,13178,0.06923076923076923,0.5263157894736842,0.06428571428571428,0.009175437115946814,0.00958670203383981,0.042899520235560096
2026091312,6,f06_f12,6,12,2026-09-14T00:00:00,9,1inch,1 inch,fixed,13318,0,13318,25.399999618530273,25.399999618530273,13318,38,1,0.002853281273464484,1,37,0,13280,0.02631578947368421,0.0,0.02631578947368421,0.0026759430187185853,0.0028104020237376187,0.04784333482660008
2026091312,6,f06_f12,6,12,2026-09-14T00:00:00,9,2inch,2 inches,fixed,13318,0,13318,50.79999923706055,50.79999923706055,13318,5,0,0.00037543174650848477,0,5,0,13313,0.0,,0.0,0.00037197556641933735,0.00037408488364902505,0.005638605893700577
2026091312,6,f06_f12,6,12,2026-09-14T00:00:00,9,2yr6h_ari,2-year 6-hour ARI,ari,13301,17,13301,10.230066299438477,110.2435531616211,13301,7,0,0.0005262762198330953,0,7,0,13294,0.0,,0.0,0.0005294678195735591,0.0005263814077181168,-0.005863451501492145
2026091312,6,f06_f12,6,12,2026-09-14T00:00:00,9,5yr6h_ari,5-year 6-hour ARI,ari,13301,17,13301,14.209089279174805,138.58877563476562,13301,6,0,0.00045109390271408167,0,6,0,13295,0.0,,0.0,0.00045122351774828587,0.00045129254439267395,0.00015295321238018023
2026091312,12,f00_f12,0,12,2026-09-14T00:00:00,9,0p5inch,0.5 inch,fixed,13318,0,13318,12.699999809265137,12.699999809265137,13318,342,139,0.025679531461180356,90,252,49,12927,0.2631578947368421,0.35251798561151076,0.23017902813299232,0.01827883621382914,0.02457425364435596,0.2561793949731086
2026091312,12,f00_f12,0,12,2026-09-14T00:00:00,9,1inch,1 inch,fixed,13318,0,13318,25.399999618530273,25.399999618530273,13318,99,33,0.0074335485808679986,26,73,7,13212,0.26262626262626265,0.21212121212121213,0.24528301886792453,0.005386090315094457,0.007269949565073467,0.259129617491366
2026091312,12,f00_f12,0,12,2026-09-14T00:00:00,9,2inch,2 inches,fixed,13318,0,13318,50.79999923706055,50.79999923706055,13318,25,0,0.0018771587325424237,0,25,0,13293,0.0,,0.0,0.0013428907827371993,0.0018602914205791538,0.2781288093458363
2026091312,12,f00_f12,0,12,2026-09-14T00:00:00,9,3inch,3 inches,fixed,13318,0,13318,76.19999694824219,76.19999694824219,13318,8,0,0.0006006907944135756,0,8,0,13310,0.0,,0.0,0.0005365491151783364,0.0005979971004897162,0.10275632651238342
2026091312,12,f00_f12,0,12,2026-09-14T00:00:00,9,2yr12h_ari,2-year 12-hour ARI,ari,12753,565,12753,12.478196144104004,130.89535522460938,12753,13,0,0.0010193679918450561,0,13,0,12740,0.0,,0.0,0.0009425669197626621,0.0010159336062585918,0.0722160247913437
2026091312,12,f00_f12,0,12,2026-09-14T00:00:00,9,5yr12h_ari,5-year 12-hour ARI,ari,12753,565,12753,17.717864990234375,165.05723571777344,12753,7,0,0.0005488904571473379,0,7,0,12746,0.0,,0.0,0.0005388191280752206,0.0005479290561969909,0.016626108834233988
2026091312,6,f12_f18,12,18,2026-09-14T06:00:00,9,0p25inch,0.25 inch,fixed,13318,0,13318,6.349999904632568,6.349999904632568,13318,161,12,0.01208890223757321,2,159,10,13147,0.012422360248447204,0.8333333333333334,0.011695906432748537,0.011387595675274784,0.012193644466881268,0.0661040096581268
2026091312,6,f12_f18,12,18,2026-09-14T06:00:00,9,0p5inch,0.5 inch,fixed,13318,0,13318,12.699999809265137,12.699999809265137,13318,41,0,0.003078540321369575,0,41,0,13277,0.0,,0.0,0.003051061903706095,0.0031833030657411453,0.04154212128221024
2026091312,6,f12_f18,12,18,2026-09-14T06:00:00,9,1inch,1 inch,fixed,13318,0,13318,25.399999618530273,25.399999618530273,13318,6,0,0.0004505180958101817,0,6,0,13312,0.0,,0.0,0.0004542570836259244,0.00046931244140565405,0.03207960508065122
2026091312,6,f12_f18,12,18,2026-09-14T06:00:00,9,2inch,2 inches,fixed,13318,0,13318,50.79999923706055,50.79999923706055,13318,0,0,0.0,0,0,0,13318,,,,5.194676076924076e-08,1.1601938404933988e-06,0.9552257916253467
2026091312,6,f12_f18,12,18,2026-09-14T06:00:00,9,2yr6h_ari,2-year 6-hour ARI,ari,13301,17,13301,10.230066299438477,110.2435531616211,13301,1,0,7.518231711901361e-05,0,1,0,13300,0.0,,0.0,7.600219272270854e-05,7.578955719055219e-05,-0.0028056046246811572
