duration_hours,group,n_samples,mean_crps_anncsgd,mean_crps_raw_deterministic,crpss_anncsgd_vs_raw
6,overall,38888560,0.3347800073420752,0.5775569745709396,0.4203515461123477
12,overall,33987536,0.589260625026409,1.017348455932794,0.420787812091263
24,overall,24238760,1.072531658820746,1.8683949396813728,0.4259609485970613
