record_id,duration_hours,model_id,previous_reported_crps_mm,legacy_formula_crps_mm,corrected_crps_mm,zero_mass_term_mean_mm,scoring_version
12h_06478,12,025,8.309810609755985,8.309810609755985,8.308521773337027,-0.0012888364189565917,csgd_crps_zero_mass_v1
12h_06478,12,0125,8.244344079087515,8.244344079087515,8.243306498988154,-0.0010375800993610185,csgd_crps_zero_mass_v1
12h_06478,12,3km,8.138026620618474,8.138026620618474,8.137207130498846,-0.0008194901196292351,csgd_crps_zero_mass_v1
12h_06478,12,gnn_csgd,,8.277338203246222,8.276789415871566,-0.0005487873746561681,csgd_crps_zero_mass_v1
12h_06479,12,025,6.094746263645047,6.094746263645047,6.093955898176485,-0.0007903654685603251,csgd_crps_zero_mass_v1
12h_06479,12,0125,6.121268697418887,6.121268697418885,6.120650765769308,-0.0006179316495783509,csgd_crps_zero_mass_v1
12h_06479,12,3km,6.137569570171339,6.137569570171338,6.136688614408637,-0.0008809557627009758,csgd_crps_zero_mass_v1
12h_06479,12,gnn_csgd,,6.061397078990906,6.060104149203489,-0.0012929297874167103,csgd_crps_zero_mass_v1
12h_06480,12,025,2.753566332614185,2.753566332614185,2.7522971167976076,-0.001269215816577339,csgd_crps_zero_mass_v1
12h_06480,12,0125,2.7429948356291285,2.742994835629128,2.742197042258292,-0.0007977933708365897,csgd_crps_zero_mass_v1
12h_06480,12,3km,2.7553335530762264,2.7553335530762264,2.754585897609308,-0.0007476554669185541,csgd_crps_zero_mass_v1
12h_06480,12,gnn_csgd,,2.7983532866556553,2.7967075592075075,-0.0016457274481472284,csgd_crps_zero_mass_v1
12h_06481,12,025,2.028033627596678,2.0280336275966784,2.026272617532131,-0.0017610100645472921,csgd_crps_zero_mass_v1
12h_06481,12,0125,2.0313853869916163,2.0313853869916163,2.0302075465379423,-0.0011778404536741144,csgd_crps_zero_mass_v1
12h_06481,12,3km,1.993932817294145,1.993932817294145,1.993306094034443,-0.0006267232597013873,csgd_crps_zero_mass_v1
12h_06481,12,gnn_csgd,,1.974162271290392,1.973744123656971,-0.0004181476334204976,csgd_crps_zero_mass_v1
12h_06482,12,025,4.203563168164552,4.2035631681645516,4.202121368746884,-0.0014417994176676217,csgd_crps_zero_mass_v1
12h_06482,12,0125,4.219984658496317,4.219984658496317,4.218724952451674,-0.0012597060446427836,csgd_crps_zero_mass_v1
12h_06482,12,3km,4.214164181881203,4.214164181881203,4.2135952036479045,-0.0005689782332977464,csgd_crps_zero_mass_v1
12h_06482,12,gnn_csgd,,4.314674227286548,4.31438516329938,-0.000289063987167793,csgd_crps_zero_mass_v1
12h_06483,12,025,6.098925636248899,6.098925636248899,6.098015726353575,-0.0009099098953231198,csgd_crps_zero_mass_v1
12h_06483,12,0125,6.024809577243354,6.024809577243354,6.024200983895031,-0.000608593348323415,csgd_crps_zero_mass_v1
12h_06483,12,3km,6.04458956441088,6.04458956441088,6.0439539832152125,-0.0006355811956670596,csgd_crps_zero_mass_v1
12h_06483,12,gnn_csgd,,5.968551564592739,5.967214525190948,-0.0013370394017915318,csgd_crps_zero_mass_v1
12h_06484,12,025,4.756936910538357,4.756936910538357,4.7554398585759,-0.0014970519624567175,csgd_crps_zero_mass_v1
12h_06484,12,0125,4.70402975892038,4.70402975892038,4.702966474711628,-0.0010632842087501533,csgd_crps_zero_mass_v1
12h_06484,12,3km,4.686164194064371,4.686164194064371,4.685344847664164,-0.000819346400206198,csgd_crps_zero_mass_v1
12h_06484,12,gnn_csgd,,4.65353374248523,4.6521158156455975,-0.0014179268396313648,csgd_crps_zero_mass_v1
12h_06485,12,025,1.1645217324211663,1.1645217324211663,1.1634968169478663,-0.0010249154732999196,csgd_crps_zero_mass_v1
12h_06485,12,0125,1.1729200756056957,1.1729200756056952,1.1722911247481904,-0.0006289508575049691,csgd_crps_zero_mass_v1
12h_06485,12,3km,1.159662295156363,1.159662295156363,1.1591392632518311,-0.0005230319045320314,csgd_crps_zero_mass_v1
12h_06485,12,gnn_csgd,,1.1777518513485379,1.1777488922928159,-2.959055721851735e-06,csgd_crps_zero_mass_v1
12h_06486,12,025,4.035880562595189,4.035880562595189,4.034447273505969,-0.0014332890892194907,csgd_crps_zero_mass_v1
12h_06486,12,0125,4.03063295198975,4.03063295198975,4.029453955913691,-0.0011789960760597278,csgd_crps_zero_mass_v1
12h_06486,12,3km,4.064823592780345,4.064823592780345,4.064227403651765,-0.0005961891285804611,csgd_crps_zero_mass_v1
12h_06486,12,gnn_csgd,,4.0601122699169965,4.060030239609609,-8.203030738671481e-05,csgd_crps_zero_mass_v1
24h_06471,24,025,4.684626663779992,4.684626663779992,4.68334316543146,-0.0012834983485300194,csgd_crps_zero_mass_v1
24h_06471,24,0125,4.806640192702557,4.806640192702557,4.8057768818020055,-0.0008633109005500955,csgd_crps_zero_mass_v1
24h_06471,24,3km,4.908585593418119,4.908585593418119,4.907319610501717,-0.0012659829164015188,csgd_crps_zero_mass_v1
24h_06471,24,gnn_csgd,,4.740950990072763,4.740266235257928,-0.0006847548148354774,csgd_crps_zero_mass_v1
24h_06472,24,025,8.15923422619115,8.15923422619115,8.158105264675564,-0.00112896151558613,csgd_crps_zero_mass_v1
24h_06472,24,0125,8.163834485775151,8.163834485775151,8.16269330827605,-0.0011411774990997634,csgd_crps_zero_mass_v1
24h_06472,24,3km,8.154791937079306,8.154791937079306,8.153505122568111,-0.0012868145111981167,csgd_crps_zero_mass_v1
24h_06472,24,gnn_csgd,,7.804148109013914,7.802975517531431,-0.001172591482483269,csgd_crps_zero_mass_v1
24h_06473,24,025,17.141487349430935,17.141487349430935,17.14047039819109,-0.0010169512398462929,csgd_crps_zero_mass_v1
24h_06473,24,0125,17.185082306666864,17.185082306666864,17.18403004835434,-0.0010522583125259595,csgd_crps_zero_mass_v1
24h_06473,24,3km,17.18472295220002,17.18472295220002,17.183447700512353,-0.0012752516876664887,csgd_crps_zero_mass_v1
24h_06473,24,gnn_csgd,,16.596252160881047,16.595305232215022,-0.0009469286660245057,csgd_crps_zero_mass_v1
24h_06474,24,025,23.189313630118324,23.189313630118324,23.18833660436401,-0.0009770257543084998,csgd_crps_zero_mass_v1
24h_06474,24,0125,23.253111447647825,23.253111447647825,23.25218354988166,-0.000927897766169688,csgd_crps_zero_mass_v1
24h_06474,24,3km,23.255439038128223,23.255439038128223,23.25431040056361,-0.0011286375646131527,csgd_crps_zero_mass_v1
24h_06474,24,gnn_csgd,,22.587777155688443,22.5865723125066,-0.001204843181842961,csgd_crps_zero_mass_v1
24h_06475,24,025,18.439553627227717,18.439553627227717,18.438729734136647,-0.0008238930910668889,csgd_crps_zero_mass_v1
24h_06475,24,0125,18.357826981196,18.357826981196,18.35725177108089,-0.0005752101151081695,csgd_crps_zero_mass_v1
24h_06475,24,3km,18.42291368562256,18.42291368562256,18.42217425375654,-0.000739431866022528,csgd_crps_zero_mass_v1
24h_06475,24,gnn_csgd,,18.040725549693253,18.03984748727059,-0.0008780624226691628,csgd_crps_zero_mass_v1
24h_06476,24,025,16.485245399571514,16.485245399571518,16.48426295660983,-0.00098244296168985,csgd_crps_zero_mass_v1
24h_06476,24,0125,16.547048298390486,16.547048298390486,16.546234980887814,-0.0008133175026751991,csgd_crps_zero_mass_v1
24h_06476,24,3km,16.570081052701035,16.570081052701035,16.569146924176106,-0.0009341285249264052,csgd_crps_zero_mass_v1
24h_06476,24,gnn_csgd,,16.262315257071883,16.261221135231747,-0.0010941218401383855,csgd_crps_zero_mass_v1
24h_06477,24,025,13.125325331272547,13.125325331272549,13.124391082909147,-0.0009342483634029742,csgd_crps_zero_mass_v1
24h_06477,24,0125,13.130144178835375,13.130144178835375,13.129090988019723,-0.0010531908156538549,csgd_crps_zero_mass_v1
24h_06477,24,3km,13.161035462429709,13.161035462429709,13.160088928116807,-0.0009465343129033143,csgd_crps_zero_mass_v1
24h_06477,24,gnn_csgd,,12.850452802889322,12.849185663797671,-0.0012671390916481405,csgd_crps_zero_mass_v1
24h_06478,24,025,11.84722839463516,11.84722839463516,11.845835708753254,-0.0013926858819046889,csgd_crps_zero_mass_v1
24h_06478,24,0125,11.645683628439558,11.645683628439558,11.644596219981214,-0.0010874084583451325,csgd_crps_zero_mass_v1
24h_06478,24,3km,11.577482640513896,11.577482640513894,11.576431255289698,-0.0010513852241950587,csgd_crps_zero_mass_v1
24h_06478,24,gnn_csgd,,11.772843640204812,11.77148465213508,-0.00135898806973252,csgd_crps_zero_mass_v1
24h_06479,24,025,9.948049696156893,9.948049696156895,9.947157087959337,-0.0008926081975552436,csgd_crps_zero_mass_v1
24h_06479,24,0125,9.842635489859193,9.842635489859193,9.841960794890088,-0.0006746949691027822,csgd_crps_zero_mass_v1
24h_06479,24,3km,9.90308544383626,9.90308544383626,9.902328022232144,-0.0007574216041138468,csgd_crps_zero_mass_v1
24h_06479,24,gnn_csgd,,10.04416469932271,10.043329175473861,-0.0008355238488521526,csgd_crps_zero_mass_v1
24h_06480,24,025,9.785983195100096,9.785983195100096,9.78478383938178,-0.0011993557183170179,csgd_crps_zero_mass_v1
24h_06480,24,0125,9.743404754718961,9.743404754718961,9.742492952195649,-0.0009118025233127784,csgd_crps_zero_mass_v1
24h_06480,24,3km,9.816373125426919,9.816373125426917,9.815382677055238,-0.000990448371680978,csgd_crps_zero_mass_v1
24h_06480,24,gnn_csgd,,9.868025130945822,9.866731816108548,-0.001293314837274004,csgd_crps_zero_mass_v1
24h_06481,24,025,7.346062488417049,7.346062488417048,7.34478022759469,-0.001282260822358489,csgd_crps_zero_mass_v1
24h_06481,24,0125,7.23390256176147,7.233902561761469,7.232792268851861,-0.0011102929096089814,csgd_crps_zero_mass_v1
24h_06481,24,3km,7.256019024481506,7.256019024481506,7.254691304036018,-0.0013277204454878852,csgd_crps_zero_mass_v1
24h_06481,24,gnn_csgd,,7.3689627987614905,7.3673562486784245,-0.0016065500830653714,csgd_crps_zero_mass_v1
24h_06482,24,025,5.900156866819013,5.900156866819013,5.898785480751126,-0.0013713860678862765,csgd_crps_zero_mass_v1
24h_06482,24,0125,5.8231187893431615,5.8231187893431615,5.821875929394951,-0.0012428599482100617,csgd_crps_zero_mass_v1
24h_06482,24,3km,5.78210406940112,5.78210406940112,5.780706817031182,-0.0013972523699377413,csgd_crps_zero_mass_v1
24h_06482,24,gnn_csgd,,5.862422483211247,5.860715232373484,-0.0017072508377636028,csgd_crps_zero_mass_v1
24h_06483,24,025,7.050634180732793,7.050634180732793,7.049735426198138,-0.000898754534654057,csgd_crps_zero_mass_v1
24h_06483,24,0125,6.998260534254147,6.998260534254146,6.9975965619503695,-0.0006639723037763604,csgd_crps_zero_mass_v1
24h_06483,24,3km,6.9841169325219115,6.98411693252191,6.983370873772544,-0.0007460587493681436,csgd_crps_zero_mass_v1
24h_06483,24,gnn_csgd,,6.873526492363859,6.872820037524904,-0.0007064548389547549,csgd_crps_zero_mass_v1
24h_06484,24,025,7.4349405365980985,7.4349405365980985,7.433914294245015,-0.0010262423530841421,csgd_crps_zero_mass_v1
24h_06484,24,0125,7.306687506596743,7.3066875065967425,7.305918124362893,-0.0007693822338502715,csgd_crps_zero_mass_v1
24h_06484,24,3km,7.285460602652672,7.285460602652672,7.284649360406962,-0.0008112422457090813,csgd_crps_zero_mass_v1
24h_06484,24,gnn_csgd,,7.284897626274299,7.284002530031348,-0.0008950962429514376,csgd_crps_zero_mass_v1
24h_06485,24,025,6.756099510864468,6.756099510864468,6.755038745409141,-0.001060765455325507,csgd_crps_zero_mass_v1
24h_06485,24,0125,6.717692866957315,6.717692866957315,6.71680738302997,-0.0008854839273464425,csgd_crps_zero_mass_v1
24h_06485,24,3km,6.6826142262947155,6.6826142262947155,6.681576597193489,-0.0010376291012261303,csgd_crps_zero_mass_v1
24h_06485,24,gnn_csgd,,6.629281922636873,6.628213154276914,-0.0010687683599590325,csgd_crps_zero_mass_v1
24h_06486,24,025,7.05915581898915,7.05915581898915,7.057862933910596,-0.001292885078553357,csgd_crps_zero_mass_v1
24h_06486,24,0125,7.12558138468771,7.12558138468771,7.1243301499545515,-0.0012512347331568175,csgd_crps_zero_mass_v1
24h_06486,24,3km,7.107163277530258,7.107163277530258,7.105762417454843,-0.0014008600754157711,csgd_crps_zero_mass_v1
24h_06486,24,gnn_csgd,,6.969052764060316,6.967690725902405,-0.0013620381579102195,csgd_crps_zero_mass_v1
